OID,API,LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,FieldName,AreaName,District,CountyName,Section,Township,Range,BaseMeridi,Latitude,Longitude,GISSource,isConfiden,isDirectio,SpudDate,WellSymbol
-1,403040059,Carlton Investment,801,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57462692,-119.9093781,Well Summary,N,Y,2/18/2011,IdleOG
-1,403042736,Carlton Investment,804,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57530594,-119.9108429,Operator,N,Y,3/22/2011,IdleOG
-1,403060857,Hopkins B,807H-25,Idle,UNK,Unknown,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,25,27S,19E,MD,35.551479,-119.881571,Well Summary,N,N,10/19/2016,IdleUNK
-1,402913529,Hopkins B,81X-26,Idle,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,26,27S,19E,MD,35.55614853,-119.8860016,GPS,N,N, ,IdleOG
-1,403040060,Carlton Investment,902,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57408905,-119.9102478,Well Summary,N,N,4/17/2010,IdleOG
-1,402985796,Chapman Fee,WD1,Idle,WD,Water Disposal,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58240891,-119.920517,Operator,N,N, ,IdleWD
-1,402987781,Carlton Investment,WW1,Idle,WD,Water Disposal,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57419968,-119.9093247,GPS,N,N, ,IdleWD
-1,403001586,Fussel Fee,14-Jan,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57326889,-119.9029465,GPS,N,N, ,ActiveOG
-1,402982599,Carlton Investment,15-Nov,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5734024,-119.9043655,GPS,N,N, ,ActiveOG
-1,403053439,Carlton Investment,115H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58137512,-119.9151535,Well Summary,N,Y,3/7/2014,ActiveOG
-1,403053441,Carlton Investment,118H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57488632,-119.9067917,Well Summary,N,Y,3/22/2014,ActiveOG
-1,402985912,Carlton Investment,13-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57638168,-119.9073181,GPS,N,N, ,ActiveOG
-1,402973310,Carlton Investment,14-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57528687,-119.9054565,GPS,N,N, ,ActiveOG
-1,402980244,Carlton Investment,15-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57631683,-119.9063187,GPS,N,N, ,ActiveOG
-1,402973311,Carlton Investment,17-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57239914,-119.9045105,GPS,N,N, ,ActiveOG
-1,403001587,Fussel Fee,14-Feb,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57430267,-119.9030075,GPS,N,N, ,ActiveOG
-1,402974834,Carlton Investment,20-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57404709,-119.9038467,GPS,N,N, ,ActiveOG
-1,402974835,Carlton Investment,21-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5777359,-119.9077148,GPS,N,N, ,ActiveOG
-1,402985913,Carlton Investment,22-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57501984,-119.9038086,GPS,N,N, ,ActiveOG
-1,402975566,Carlton Investment,23-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57664871,-119.9049301,GPS,N,N, ,ActiveOG
-1,403044560,Lease by California Resources Production Corporation,23H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.58184814,-119.9025879,Operator,N,Y,4/30/2012,ActiveOG
-1,402980246,Carlton Investment,25-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57813644,-119.9064941,GPS,N,N, ,ActiveOG
-1,402972592,Carlton Investment,290-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5741806,-119.9053574,GPS,N,N, ,ActiveOG
-1,402945869,Carlton Investment,15-Mar,Active,WD,Water Disposal,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5755806,-119.9089661,GPS,N,N, ,ActiveWD
-1,402974842,Carlton Investment,304-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57920837,-119.9121628,GPS,N,N, ,ActiveOG
-1,402974847,Carlton Investment,312-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58165359,-119.9155502,GPS,N,N, ,ActiveOG
-1,402974850,Carlton Investment,315-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58195877,-119.9177628,GPS,N,N, ,ActiveOG
-1,402974851,Carlton Investment,316-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58197784,-119.9150009,GPS,N,N, ,ActiveOG
-1,403008297,Carlton Investment,321-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58033371,-119.9144287,GPS,N,N, ,ActiveOG
-1,403022777,Carlton Investment,322H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58190918,-119.917038,GPS,N,N, ,ActiveOG
-1,403040129,Fee,323A,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57527161,-119.9031677,Well Summary,N,Y,6/9/2010,ActiveOG
-1,403027460,Carlton Investment,324H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57953644,-119.9126663,GPS,N,N, ,ActiveOG
-1,403027552,Carlton Investment,326H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57345581,-119.9052658,GPS,N,N, ,ActiveOG
-1,403027553,Carlton Investment,327H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57149887,-119.9053726,GPS,N,N, ,ActiveOG
-1,403034338,Carlton Investment,352H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57952881,-119.9095535,Unknown,N,N,11/23/2007,ActiveOG
-1,403035823,Carlton Investment,354H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57752228,-119.9060745,GPS,N,N, ,ActiveOG
-1,403035824,Carlton Investment,356H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57963943,-119.9090042,GPS,N,N, ,ActiveOG
-1,403037537,Carlton Investment,400I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5813446,-119.9145584,GPS,N,N,10/9/2008,ActiveSF
-1,403038524,Carlton Investment,402I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57953262,-119.9122772,Operator,N,N,4/24/2010,ActiveSF
-1,403037541,Carlton Investment,404I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57759857,-119.9099121,GPS,N,N, ,ActiveSF
-1,403040161,Carlton Investment,405I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57191849,-119.9047852,Operator,N,N,6/17/2010,ActiveSF
-1,403043516,Carlton Investment,406I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5759697,-119.9072342,Operator,N,N,4/1/2011,ActiveSF
-1,403043517,Carlton Investment,407I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57321167,-119.9056396,Operator,N,N,4/3/2011,ActiveSF
-1,403040162,Carlton Investment,412I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58213806,-119.9156418,Operator,N,N,4/27/2010,ActiveSF
-1,402972594,Carlton Investment,435-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5807991,-119.9151916,GPS,N,N, ,ActiveOG
-1,403042765,Carlton Investment,444H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58169174,-119.9128494,Operator,N,N,4/14/2011,ActiveOG
-1,403040109,Carlton Investment,446H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57984161,-119.9110107,Operator,N,N,5/17/2010,ActiveOG
-1,403039345,Carlton Investment,448H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57743835,-119.9089813,Well Summary,N,Y,10/31/2009,ActiveOG
-1,403035826,Carlton Investment,450H-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57857132,-119.9092789,GPS,N,N, ,ActiveOG
-1,403040131,Carlton Investment,453,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58061218,-119.9116516,Operator,N,N,5/26/2010,ActiveOG
-1,403037406,Carlton Investment,456H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5808754,-119.9123688,Unknown,N,N,10/11/2008,ActiveOG
-1,403042617,Carlton Investment,460,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57547379,-119.9053116,Operator,N,N,3/13/2011,ActiveOG
-1,403040132,Carlton Investment,461,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57624435,-119.9065704,Operator,N,N,6/14/2010,ActiveOG
-1,403040133,Carlton Investment,462,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57471085,-119.9050522,Well Summary,N,N,5/29/2010,ActiveOG
-1,403040134,Carlton Investment,463,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57384491,-119.9046249,Well Summary,N,Y,6/1/2010,ActiveOG
-1,403040135,Carlton Investment,465,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57305908,-119.9042816,Well Summary,N,Y,6/4/2010,ActiveOG
-1,403040136,Carlton Investment,467,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57211304,-119.9044189,Operator,N,N,6/19/2011,ActiveOG
-1,403053269,Carlton Investment,502i,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57949448,-119.9138336,Well Summary,N,Y,3/7/2014,ActiveSF
-1,403053270,Carlton Investment,503i,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57891083,-119.912941,Well Summary,N,Y,3/9/2014,ActiveSF
-1,403053271,Carlton Investment,504i,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57756042,-119.911499,Well Summary,N,Y,3/11/2014,ActiveSF
-1,403053273,Carlton Investment,508i,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57616043,-119.9095764,Well Summary,N,Y,3/13/2014,ActiveSF
-1,403001342,Effie Martin,51,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57242203,-119.9008255,GPS,N,N, ,ActiveOG
-1,403037730,Carlton Investment,510I-15,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57338333,-119.9067688,GPS,N,N,11/14/2008,ActiveOG
-1,403042618,Carlton Investment,511,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5722084,-119.9061127,Well Summary,N,Y,3/18/2011,ActiveOG
-1,402913512,Hopkins B,51X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.57026291,-119.8938751,GPS,N,N, ,ActiveOG
-1,403040137,Carlton Investment,550H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.577034,-119.9094238,Operator,N,N,5/13/2010,ActiveOG
-1,403040111,Carlton Investment,552H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58028793,-119.9138489,Well Summary,N,Y,5/5/2010,ActiveOG
-1,403040195,Carlton Investment,554H,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57786942,-119.9096756,Well Summary,N,Y,5/9/2010,ActiveOG
-1,403033549,Carlton Investment,600I-15,Active,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57473755,-119.9059906,hud,N,N,7/20/2007,ActiveSF
-1,402913517,Hopkins B,63X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56547165,-119.8922577,GPS,N,N, ,ActiveOG
-1,403034142,Hopkins B,65X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56399918,-119.8909988,GPS,N,N,10/13/2007,ActiveOG
-1,402913519,Hopkins B,74X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56397629,-119.8896866,GPS,N,N, ,ActiveOG
-1,402913520,Hopkins B,75X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56216812,-119.8897324,GPS,N,N, ,ActiveOG
-1,402913521,Hopkins B,78X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.55761337,-119.8882294,GPS,N,N, ,ActiveOG
-1,403055005,Hopkins B,801H-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56454086,-119.8901062,Well Summary,N,Y,6/1/2014,ActiveOG
-1,403055006,Hopkins B,802H-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.5581398,-119.8868866,Well Summary,N,Y,7/1/2014,ActiveOG
-1,403055007,Hopkins B,803H-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56455612,-119.890213,Well Summary,N,Y,6/13/2014,ActiveOG
-1,402913522,Hopkins B,86X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56072998,-119.8884201,GPS,N,N, ,ActiveOG
-1,403040126,Hopkins B,875X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56401443,-119.8910294,Operator,N,N,4/10/2010,ActiveOG
-1,402913523,Hopkins B,87X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.5588913,-119.8882217,GPS,N,N, ,ActiveOG
-1,402913524,Hopkins B,88X-23,Active,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.55765915,-119.8869095,GPS,N,N, ,ActiveOG
-1,402972591,Carlton Investment,15-Sep,Active,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57867813,-119.911171,GPS,N,N, ,ActiveOG
-1,403041336,Carlton Investment,WW2,Active,WD,Water Disposal,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57748032,-119.9134674,Operator,N,N,8/24/2010,ActiveWD
-1,403053229,Carlton Investment,WWD4,Active,WD,Water Disposal,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57431412,-119.9076538,Well Summary,N,Y, ,ActiveWD
-1,402923924,Wm. L. Hernstadt,1,Plugged,DH,Dry Hole,9252,William L. Hernstadt,"Antelope Hills, North",Any Area,Inland,Kern,24,27S,19E,MD,35.56288147,-119.8802643,hud,N,N, ,PluggedDH
-1,402947209,Shell-Getty,1,Plugged,DH,Dry Hole,C1360,CalResources LLC,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57571411,-119.8878479,mip,N,N, ,PluggedDH
-1,402915025,Martin Core Hole,1,Plugged,CH,Core Hole,S2630,"Seneca Resources Company, LLC","Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58287048,-119.9152756,Operator,N,N, ,PluggedCH
-1,402919718,Effie Martin,1,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57207489,-119.8947601,hud,N,N, ,PluggedOG
-1,403029524,Alessandria,1,Plugged,DH,Dry Hole,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56497955,-119.9017181,hud,N,N, ,PluggedDH
-1,402941782,Shell-Fee,24-Jan,Plugged,DH,Dry Hole,C4200,Cayman Corporation,"Antelope Hills, North",Any Area,Inland,Kern,24,27S,19E,MD,35.56483459,-119.8847504,hud,N,N, ,PluggedDH
-1,402963224,Carlton Investment,100-15,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57714462,-119.9109497,hud,N,N, ,PluggedOG
-1,402913525,Core Hole,107-24,Plugged,CH,Core Hole,S3100,Shell Western E&P Inc.,"Antelope Hills, North",Any Area,Inland,Kern,24,27S,19E,MD,35.55779648,-119.8836365,mip,N,N, ,PluggedCH
-1,402984808,"Lease by Seneca Resources Company, LLC",15-101,Plugged,OG,Oil & Gas,S2630,"Seneca Resources Company, LLC","Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58556366,-119.9181976,Operator,N,N, ,PluggedOG
-1,402984809,"Lease by Seneca Resources Company, LLC",15-102,Plugged,OG,Oil & Gas,S2630,"Seneca Resources Company, LLC","Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58373642,-119.9190674,GPS,N,N, ,PluggedOG
-1,402984810,"Lease by Seneca Resources Company, LLC",15-103,Plugged,OG,Oil & Gas,S2630,"Seneca Resources Company, LLC","Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5836525,-119.9157181,Operator,N,N, ,PluggedOG
-1,402915026,Martin Core Hole,2,Plugged,CH,Core Hole,S2630,"Seneca Resources Company, LLC","Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58334351,-119.9136734,Operator,N,N, ,PluggedCH
-1,402909774,Fee,23,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.58070755,-119.9011612,hud,N,N, ,PluggedOG
-1,402909775,Fee,24,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57896423,-119.9001541,hud,N,N, ,PluggedOG
-1,402913527,Core Hole,24X-25,Plugged,CH,Core Hole,S3100,Shell Western E&P Inc.,"Antelope Hills, North",Any Area,Inland,Kern,25,27S,19E,MD,35.56397247,-119.9003754,hud,N,N, ,PluggedCH
-1,402909776,Fee,25,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.5772934,-119.8989258,hud,N,N, ,PluggedOG
-1,402913509,Core Hole,26-23,Plugged,CH,Core Hole,C1360,CalResources LLC,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56108856,-119.9003372,mip,N,N, ,PluggedCH
-1,402974838,Carlton Investment,294-15,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57128525,-119.9057922,GPS,N,N, ,PluggedOG
-1,402973312,Carlton Investment,297-15,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57225037,-119.9059372,GPS,N,N, ,PluggedOG
-1,402982600,Carlton Investment,297R-15,Plugged,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57285309,-119.9062576,GPS,N,N, ,PluggedOG
-1,402915027,Martin Core Hole,3,Plugged,CH,Core Hole,S2630,"Seneca Resources Company, LLC","Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58406448,-119.9121552,Operator,N,N, ,PluggedCH
