OID,API,LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,FieldName,AreaName,District,CountyName,Section,Township,Range,BaseMeridi,Latitude,Longitude,GISSource,isConfiden,isDirectio,SpudDate,WellSymbol
-1,403037686,Carlton Investment,375I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5803566,-119.909874,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403039416,Chapman Fee,449-15,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58298874,-119.914917,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403039414,Carlton Investment,451-15,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58198166,-119.9134598,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403039415,Carlton Investment,453-15,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58082581,-119.9121857,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403043398,Carlton Investment,500I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5818367,-119.9164505,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403060781,Carlton Investment,500Xi,Canceled,INJ,Injection,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58098221,-119.9143066,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043399,Carlton Investment,501I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58077621,-119.9150314,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403060780,Carlton Investment,501Xi,Canceled,INJ,Injection,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58098221,-119.9143066,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043400,Carlton Investment,502I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5796814,-119.9136658,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043401,Carlton Investment,503I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57890701,-119.9127808,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043402,Carlton Investment,504I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57793427,-119.9116898,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043403,Carlton Investment,505I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57667542,-119.9101715,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403037165,Carlton Investment,507I-15,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57405853,-119.9082947,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403043404,Carlton Investment,508I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57667542,-119.9101715,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403037164,Carlton Investment,508I-15,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57282257,-119.9076538,GPS,N,Y, ,CanceledOG
-1,403057032,Carlton Investment,509i,Canceled,INJ,Injection,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57460022,-119.9066467,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043405,Carlton Investment,509I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57471466,-119.9077148,Operator,N,N, ,CanceledINJ
-1,403061691,Carlton Investment,509Xi,Canceled,INJ,Injection,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57474518,-119.9067383,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043649,Carlton Investment,512I,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58018875,-119.9145584,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043650,Carlton Investment,513I,Canceled,SF,Steamflood,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57379532,-119.9073563,Notice of Intent to Drill,N,N, ,CanceledSF
-1,403057134,Carlton Investment,513i,Canceled,INJ,Injection,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57382965,-119.9061356,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403060779,Carlton Investment,513Xi,Canceled,INJ,Injection,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57374191,-119.9060822,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403043651,Carlton Investment,514I,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5729866,-119.9069824,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403038525,Carlton Investment,601I-15,Canceled,INJ,Injection,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57581329,-119.9065018,Notice of Intent to Drill,N,N, ,CanceledINJ
-1,403061690,Carlton Investment,702H,Canceled,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57868958,-119.9045715,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403042616,Carlton Investment,7R,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57577133,-119.9081192,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403058284,Hopkins B,804H-23,Canceled,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.57118607,-119.8950729,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403058285,Hopkins B,805H-23,Canceled,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56454086,-119.8916244,Notice of Intent to Drill,N,N, ,CanceledOG
-1,403042737,Carlton Investment,903,Canceled,OG,Oil & Gas,V1370,Vintage Production California LLC,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57492447,-119.9112778,Notice of Intent to Drill,N,N, ,CanceledOG
-1,402945794,Carlton Investment,15-Jan,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57632828,-119.909874,GPS,N,N, ,IdleOG
-1,402975564,Carlton Investment,15-Oct,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57133484,-119.903862,GPS,N,N, ,IdleOG
-1,403053264,Chapman Fee,105,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58363342,-119.920845,Well Summary,N,Y,3/18/2014,IdleOG
-1,403053440,Carlton Investment,117H,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57690811,-119.9097366,Well Summary,N,N,3/28/2014,IdleOG
-1,402985911,Carlton Investment,15-Dec,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58185959,-119.9137802,GPS,N,N, ,IdleOG
-1,403000432,Chapman Fee,15-228,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5823288,-119.9160004,GPS,N,N, ,IdleOG
-1,402985837,Chapman Fee,15-413,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58552551,-119.919075,GPS,N,N, ,IdleOG
-1,403000433,Chapman Fee,15-416,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58309555,-119.9191666,GPS,N,N, ,IdleOG
-1,402985835,Chapman Fee,15-427,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58246231,-119.9176712,GPS,N,N, ,IdleOG
-1,402985836,Chapman Fee,15-432,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58242798,-119.9170837,GPS,N,N, ,IdleOG
-1,403000434,Chapman Fee,15-633,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58232117,-119.9094009,GPS,N,N, ,IdleOG
-1,402975565,Carlton Investment,16-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58046722,-119.9109268,GPS,N,N, ,IdleOG
-1,402980245,Carlton Investment,19-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5799408,-119.9095993,GPS,N,N, ,IdleOG
-1,402919719,Effie Martin,2,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57216644,-119.896431,GPS,N,N, ,IdleOG
-1,402945843,Carlton Investment,15-Feb,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57833099,-119.9097519,GPS,N,N, ,IdleOG
-1,402980247,Carlton Investment,26-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57923889,-119.9075546,GPS,N,N, ,IdleOG
-1,402975567,Carlton Investment,27-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58037186,-119.9089203,GPS,N,N, ,IdleOG
-1,402974839,Carlton Investment,296-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57355499,-119.9057846,GPS,N,N, ,IdleOG
-1,402974840,Carlton Investment,298-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57538605,-119.9069672,GPS,N,N, ,IdleOG
-1,402973313,Carlton Investment,299-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57470703,-119.9068909,GPS,N,N, ,IdleOG
-1,402974836,Carlton Investment,30-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57732773,-119.9045792,GPS,N,N, ,IdleOG
-1,402974841,Carlton Investment,300-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57743454,-119.9107742,GPS,N,N, ,IdleOG
-1,402969793,Carlton Investment,301-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57612228,-119.9087524,GPS,N,N, ,IdleOG
-1,402974866,Carlton Investment,302-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57842255,-119.9126816,GPS,N,N, ,IdleOG
-1,402969792,Carlton Investment,303-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57700729,-119.9101944,GPS,N,N, ,IdleOG
-1,402969791,Carlton Investment,305-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57778549,-119.9113998,GPS,N,N, ,IdleOG
-1,402974843,Carlton Investment,306-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57909393,-119.9135895,GPS,N,N, ,IdleOG
-1,402974844,Carlton Investment,307-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57956314,-119.9128265,GPS,N,N, ,IdleOG
-1,402973314,Carlton Investment,309-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57976151,-119.9150009,GPS,N,N, ,IdleOG
-1,402974845,Carlton Investment,310-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58050919,-119.9155273,GPS,N,N, ,IdleOG
-1,402974846,Carlton Investment,311-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58114624,-119.9163132,GPS,N,N, ,IdleOG
-1,402974848,Carlton Investment,313-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58156967,-119.9171448,GPS,N,N, ,IdleOG
-1,402974849,Carlton Investment,314-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58189774,-119.9162598,GPS,N,N, ,IdleOG
-1,403040182,Hopkins B,316A-23,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56848526,-119.8989563,Operator,N,N,6/24/2010,IdleOG
-1,403001344,Carlton Investment,32-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57846069,-119.9193344,GPS,N,N, ,IdleOG
-1,403008296,Carlton Investment,320-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57934952,-119.9144363,GPS,N,N, ,IdleOG
-1,403023951,Carlton Investment,323H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58000565,-119.9149704,Well Summary,N,N, ,IdleOG
-1,403027461,Carlton Investment,325H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57899857,-119.9125137,GPS,N,N, ,IdleOG
-1,403040130,Carlton Investment,334,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58171082,-119.9117966,Operator,N,N,5/23/2010,IdleOG
-1,402974837,Carlton Investment,34-15,Idle,WS,Water Source,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58119965,-119.9082718,GPS,N,N, ,IdleWS
-1,403033546,Carlton Investment,350H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57676315,-119.9057159,GPS,N,N, ,IdleOG
-1,403042734,Carlton Investment,358B,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58049393,-119.9084015,Well Summary,N,Y,3/26/2011,IdleOG
-1,403037121,Carlton Investment,358H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57633972,-119.9044418,GPS,N,N, ,IdleOG
-1,403040379,Chapman Fee,359,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58550262,-119.9179916,Operator,N,N,4/20/2010,IdleOG
-1,403037122,Carlton Investment,360H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58068466,-119.9091034,Operator,N,N,9/14/2008,IdleOG
-1,403037162,Fee,362H,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57670975,-119.9023666,Operator,N,N,9/3/2008,IdleOG
-1,403039378,Chapman Fee,362I,Idle,OB,Observation,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58282089,-119.9142837,Operator,N,N,10/15/2009,IdleOB
-1,403040158,Carlton Investment,363I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58176804,-119.9117889,Well Summary,N,Y,5/21/2010,IdleSF
-1,403037123,Carlton Investment,364H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58042145,-119.9083481,GPS,N,N, ,IdleOG
-1,403039379,Carlton Investment,364I,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58093643,-119.9119415,Well Summary,N,Y,10/12/2009,IdleSF
-1,403037535,Carlton Investment,365I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57994843,-119.9107742,GPS,N,N,10/7/2008,IdleSF
-1,403037536,Carlton Investment,366I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57897186,-119.9096298,GPS,N,N,10/5/2008,IdleSF
-1,403037538,Carlton Investment,367I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5779686,-119.9084244,GPS,N,N,10/11/2008,IdleSF
-1,403037615,Carlton Investment,368I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57729721,-119.9077072,GPS,N,N,10/15/2008,IdleSF
-1,403037616,Carlton Investment,369I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57639694,-119.9061661,GPS,N,N,10/13/2008,IdleSF
-1,403040159,Carlton Investment,370I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57510757,-119.9042206,Operator,N,Y,6/12/2010,IdleSF
-1,403040160,Carlton Investment,371I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57365799,-119.9040832,Well Summary,N,Y,6/7/2010,IdleSF
-1,403040157,Effie Martin,372I,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57250214,-119.9032517,Operator,N,N,6/22/2010,IdleSF
-1,403037539,Carlton Investment,401I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58009338,-119.9134521,GPS,N,N,10/17/2008,IdleSF
-1,403037540,Carlton Investment,403I-15,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57880783,-119.9117203,GPS,N,N,10/19/2008,IdleSF
-1,403040123,Chapman Fee,414I,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58321381,-119.9169311,Operator,N,N,4/25/2010,IdleSF
-1,403043043,Chapman Fee,415,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58462143,-119.9181061,Operator,N,N,3/4/2011,IdleOG
-1,403042767,Chapman Fee,418,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58559036,-119.9203033,Operator,N,N,3/9/2011,IdleOG
-1,402913511,Hopkins B,41X-23,Idle,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.57046509,-119.8952713,GPS,N,N, ,IdleOG
-1,402972593,Carlton Investment,430-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5801506,-119.9135742,GPS,N,N, ,IdleOG
-1,403035827,Carlton Investment,452H-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58039474,-119.913269,Well Summary,N,Y, ,IdleOG
-1,403039342,Carlton Investment,455-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58008957,-119.911026,Operator,N,N,10/2/2009,IdleOG
-1,403039343,Carlton Investment,457-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57887268,-119.9099197,Operator,N,N,10/22/2009,IdleOG
-1,403039344,Carlton Investment,459-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57790375,-119.9082413,Operator,N,N,10/27/2009,IdleOG
-1,402913506,Fussel Fee,47X-14,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57359314,-119.8962784,GPS,N,N, ,IdleOG
-1,402913507,Fussel Fee,48X-14,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57355499,-119.8970337,GPS,N,N, ,IdleOG
-1,402969794,Carlton Investment,15-May,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57662582,-119.9085312,GPS,N,N,11/2/1983,IdleOG
-1,402980393,Effie Martin,50,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57237625,-119.90242,GPS,N,N, ,IdleOG
-1,403053272,Carlton Investment,505i,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57676315,-119.9106293,Well Summary,N,Y,3/13/2014,IdleSF
-1,403037167,Carlton Investment,506I-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57518387,-119.9091492,Well Summary,N,N, ,IdleOG
-1,403053411,Carlton Investment,512ix,Idle,SF,Steamflood,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58012772,-119.914444,Well Summary,N,Y,3/4/2014,IdleSF
-1,403001571,Effie Martin,52,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57132721,-119.8992538,GPS,N,N, ,IdleOG
-1,403040122,Chapman Fee,521,Idle,OB,Observation,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.5833931,-119.9180145,Well Summary,N,Y,4/23/2010,IdleOB
-1,403001343,Fee,54,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,14,27S,19E,MD,35.57616043,-119.9028473,GPS,N,N, ,IdleOG
-1,403042766,Carlton Investment,546H,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57957077,-119.9122086,Well Summary,N,N,4/6/2011,IdleOG
-1,403040110,Carlton Investment,548H,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57939148,-119.9120026,Well Summary,N,Y,5/1/2010,IdleOG
-1,402913514,Hopkins B,55X-23,Idle,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56220245,-119.89328,GPS,N,N, ,IdleOG
-1,402975563,Carlton Investment,15-Jun,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58013916,-119.9122314,GPS,N,N, ,IdleOG
-1,402913515,Hopkins B,61X-23,Idle,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.5687561,-119.893158,GPS,N,N, ,IdleOG
-1,402913516,Hopkins B,62X-23,Idle,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56759644,-119.8918152,GPS,N,N, ,IdleOG
-1,402985906,Carlton Investment,15-Jul,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57556915,-119.9081116,GPS,N,N, ,IdleOG
-1,403037163,Carlton Investment,700-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.58205795,-119.9092865,GPS,N,N,9/21/2008,IdleOG
-1,403037523,Carlton Investment,701-15,Idle,OG,Oil & Gas,C0885,California Resources Production Corporation,"Antelope Hills, North",Any Area,Inland,Kern,15,27S,19E,MD,35.57882309,-119.9056396,GPS,N,N,11/3/2008,IdleOG
-1,402913518,Hopkins B,73X-23,Idle,OG,Oil & Gas,E0100,E & B Natural Resources Management Corporation,"Antelope Hills, North",Any Area,Inland,Kern,23,27S,19E,MD,35.56578445,-119.8896408,GPS,N,N, ,IdleOG
