,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
1073,Wabash,30-2S-13W,"Hwy 3 Oil, LLC",Schauf #3WI-SWD,"276'S line, 361'E line of NE SW",SWD,204647,1.21853E+11,Palestine,Oct-18
1074,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Porter #4-D,"334'S line, 338'W line of SW SE",OIL,65763,1.21913E+11,Salem,Oct-18
1075,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC","States, Henry #2-D","618'S line, 332'E line of SE SW",OIL,65762,1.21913E+11,Salem,Oct-18
1076,Wayne,7-3S-5E,"Pioneer Oil Co., Inc.",Espey #1-ALT,"513'S line, 499'W line of SW NE",OIL,65769,1.21913E+11,Platteville,Oct-18
1077,White,36-3S-10E,"Shawnee Exploration Partners, LLC","Hanks, Hubert #36-98 SWD","330'S line, 660'W line of NE NW",SWD,204649,1.21933E+11,Tar Spring,Oct-18
1078,White,31-3S-14W,"Keepes Petroleum, Inc.",Glaze Five #31-1,"496'S line, 392'W line of NW NW",OIL,65742,1.21933E+11,Fort Payne,Oct-18
1079,White,28-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #16","1095'N line, 998'W line of NE NW",OIL,65746,1.2193E+11,Fort Payne,Oct-18
1080,White,28-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #22","330'N line, 1666'E line of NE",OIL,65747,1.2193E+11,Fort Payne,Oct-18
1081,White,32-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #B-4","330'S line, 330'W line of NE SE",OIL,65761,1.21933E+11,Warsaw,Oct-18
1082,White,33-6S-9E,"Wood Energy, Inc.","Wilson, E. #3-WI","330'S line, 330'E line of NW NW",WI,204648,1.21931E+11,Ohara,Oct-18
1083,White,28-6S-10E,"Basnett, John R.",Ackerman #57-28,"330'N line, 330'W line of SW SE",OIL,65741,1.21933E+11,Warsaw,Oct-18
1084,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #15","220'S line, 0'W line of SW NE NE",OIL,66154,1.20233E+11,St Louis,Oct-19
1085,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #20","220'N line, 220'E line of NW SE NE",OIL,66155,1.20233E+11,St Louis,Oct-19
1086,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #21","220'N line, 0'W line of NW SE NE",OIL,66152,1.20233E+11,St Louis,Oct-19
1087,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #22","220'S line, 220'E line of NE SE NE",OIL,66145,1.20233E+11,St Louis,Oct-19
1088,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #23","220'S line, 0'W line of NE SE NE",OIL,66151,1.20233E+11,St Louis,Oct-19
1089,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #25","0'S line, 220'W line of NE SE NE",OIL,66150,1.20233E+11,St Louis,Oct-19
1090,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #26","0'S line, 220'E line of NW SE NE",OIL,66149,1.20233E+11,St Louis,Oct-19
1091,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #27","0'N line, 0'W line of NW SE NE",OIL,66148,1.20233E+11,St Louis,Oct-19
1092,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #28","220'N line, 220'E line of SE SE NE",OIL,66143,1.20233E+11,St Louis,Oct-19
1093,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #29","220'N line, 0'W line of SE SE NE",OIL,66147,1.20233E+11,St Louis,Oct-19
1094,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #30","220'N line, 220'W line of SW SE NE",OIL,66146,1.20233E+11,St Louis,Oct-19
1095,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #33","220'S line, 0'W line of SW SE NE",OIL,66144,1.20233E+11,St Louis,Oct-19
1096,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #9","0'S line, 0'W line of NW NE NE",OIL,66153,1.20233E+11,St Louis,Oct-19
1097,Crawford,1-5N-13W,"Doral Energy, Inc",Hille #WI-1,"660'N line, 660'W line of NW SE",WI,204696,1.20334E+11,Aux Vases,Oct-19
1098,Effingham,24-6N-6E,Deep Rock Energy Corp.,Sperry #1-WI,"430'S line, 330'W line of NE SW",WI,204695,1.20493E+11,Cypress,Oct-19
1099,Effingham,33-6N-7E,"Loeb, Herman L. LLC","Habbe, John #1","330'S line, 330'E line of SW",OIL,66140,1.2049E+11,Cypress,Oct-19
1100,Fayette,8-7N-3E,Petco Petroleum Corp.,"Durbin, Harvey #23-W","330'S line, 330'W line of NE NE",WI,204694,1.2051E+11,Paint Cree,Oct-19
1101,Franklin,36-6S-2E,Gesell's Pump Sales & Service,Finite Crown #B-34,"423'N line, 342'E line of NW NE",OIL,66139,1.20553E+11,Ste Genevi,Oct-19
1102,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.",Brockschmidt #1,"338'S line, 331'E line of NE NW",OIL,66136,1.20593E+11,Aux Vases,Oct-19
1103,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.",Brockschmidt #3,"333'S line, 330'W line of NE SW",OIL,66133,1.20593E+11,Aux Vases,Oct-19
1104,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.","Edwards, Bruce #1","336'S line, 332'W line of SE NW",OIL,66132,1.20593E+11,Aux Vases,Oct-19
1105,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.","Moye, Charles #2","333'S line, 330'E line of NE SW SW",OIL,66134,1.20593E+11,Aux Vases,Oct-19
1106,Hamilton,21-3S-7E,"Pioneer Oil Co., Inc.",Morris #1-21,"331'S line, 430'E line of SW SE",OIL,66135,1.20653E+11,Salem,Oct-19
1107,Jasper,7-6N-14W,"Urfer, Stan","Urfer, N. #4","334'N line, 330'E line of NE NE SW",OIL,66141,1.20793E+11,St Louis,Oct-19
1108,Madison,9-4N-6W,"Kiec, Inc","Becker, Herbert #2","430'N line, 330'E line of SE NW",WI,204697,1.2119E+11,"Moccasin,Springs",Oct-19
1109,Wabash,19-2S-13W,"R & S Operating, LLC","Hocking, Keith #1","990'N line, 330'E line of NE NE",WI,204698,1.21853E+11,Ste Genevi,Oct-19
1110,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Sturm - Davis #36-8,"100'S line, 12'W line of NE NE",OIL,66128,1.21933E+11,Fort Payne,Oct-19
1111,White,28-3S-14W,"Campbell Energy, LLC",Reeves #14,"7'S line, 356'W line of SE NW",OIL,66138,1.21933E+11,Ullin,Oct-19
1112,White,1-4S-10E,"ACF Resources, LLC",Hon #SWD-1,"430'N line, 330'W line of SW NW",SWD,204699,1.21933E+11,Caseyville,Oct-19
1113,White,1-4S-10E,"Campbell Energy, LLC",Willard #1,"341'S line, 330'W line of NW NE",OIL,66129,1.21933E+11,Fort Payne,Oct-19
1114,White,1-4S-10E,"Campbell Energy, LLC",Willard #2,"280'N line, 330'W line of NE SW NE",OIL,66131,1.21933E+11,Fort Payne,Oct-19
1115,White,1-4S-10E,"Campbell Energy, LLC",Willard #3,"20'N line, 330'E line of SE NE",OIL,66130,1.21933E+11,Fort Payne,Oct-19
1116,White,28-6S-10E,"Basnett, John R.",Ackerman #5,"390'N line, 330'W line of SW SE",OIL,66142,1.21933E+11,Ullin,Oct-19
1117,Crawford,29-6N-11W,"Schuette, Timothy D.",Creswell #9,"635'S line, 660'W line of SW NE",OIL,66304,1.20334E+11,Ste Genevi,Oct-20
1118,Jackson,24-7S-5W,Ebers Drilling Co.,"Luehr, Marilyn #3-24","350'S line, 500'W line of SE",OIL,66305,1.20773E+11,Salem,Oct-20
1119,Jefferson,19-3S-2E,"Countrymark Energy Resources, LLC",Panzier #9,"1020'S line, 330'W line of SW SW",OIL,66309,1.20813E+11,Backbone,Oct-20
1120,Livingston,28-30N-3E,Northern Illinois Gas Company,Hooper #5,"974'S line, 771'W line of SW",SER,66310,1.2105E+11,Guttenburg,Oct-20
1121,Livingston,34-30N-3E,Northern Illinois Gas Company,Gilman #203,"268'N line, 85'W line of NW NW NW",SER,66311,1.21052E+11,St Peter,Oct-20
1122,Marion,33-1N-2E,"Graham, Danny",Van Gilder #1-SWD,"330'S line, 452'W line of SE SE",SWD,204764,1.2121E+11,Cypress,Oct-20
1123,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","Fansler, Bass #2-D","330'S line, 650'W line of NE SW",OIL,66308,1.21913E+11,Bailey,Oct-20
1124,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","Fansler, Bass #3","343'N line, 650'W line of NE SW",OIL,66306,1.21913E+11,Ullin,Oct-20
1125,Wayne,8-2S-9E,Pamco Oil & Gas LLC,Fearn #65X-8,"380'N line, 430'E line of NW SE",OIL,66312,1.21913E+11,Ullin,Oct-20
1126,White,19-3S-8E,"Countrymark Energy Resources, LLC",Poorman #37,"330'S line, 315'W line of NE SW",OIL,66307,1.21933E+11,Ullin,Oct-20
1127,White,20-3S-14W,"Fischer & Fischer Oil, LLC",Cunningham #1,"330'S line, 330'W line of NE SW",OIL,66313,1.21933E+11,Fort Payne,Oct-20
1128,Clinton,26-1N-4W,Ceja Corporation,Glennon #1,"330'S line, 330'E line of SE SE NE",OIL,65709,1.20273E+11,Trenton,Sep-18
1129,Crawford,1-6N-12W,"Pioneer Oil Co., Inc.",Patton #4-1,"100'S line, 212'E line of SE SW",SER,65718,1.20334E+11,Seelyville,Sep-18
1130,Crawford,1-6N-12W,"Pioneer Oil Co., Inc.",Patton #CH-1 HOR,"100'S line, 812'E line of SE SW",CBM,65717,1.20334E+11,Seelyville,Sep-18
1131,Crawford,22-6N-12W,B & D Resources,Lorance #5,"330'S line, 330'E line of SE SW SE",OIL,65729,1.20334E+11,Robinson,Sep-18
1132,Crawford,15-6N-13W,B & D Resources,Walker #5,"1650'N line, 330'W line of NW NE",OIL,65738,1.20334E+11,Robinson,Sep-18
1133,Crawford,15-6N-13W,B & D Resources,Walker #6,"1650'N line, 990'W line of NW NE",OIL,65737,1.20334E+11,Robinson,Sep-18
1134,Crawford,17-7N-11W,"Pioneer Oil Co., Inc.",Debatin #1-17,"773'N line, 182'E line of NE NW",SER,65720,1.20334E+11,Seelyville,Sep-18
1135,Crawford,17-7N-11W,"Pioneer Oil Co., Inc.",Debatin #CH-1 HOR,"73'N line, 182'E line of NE NW",CBM,65719,1.20334E+11,Seelyville,Sep-18
1136,Crawford,19-7N-11W,"Pioneer Oil Co., Inc.",Titsworth #3-19,"667'N line, 183'E line of NE NE",SER,65721,1.20334E+11,Seelyville,Sep-18
1137,Crawford,19-7N-11W,"Pioneer Oil Co., Inc.",Titsworth #CH-1 HOR,"73'N line, 183'E line of NE NE",CBM,65722,1.20334E+11,Seelyville,Sep-18
1138,Crawford,25-7N-12W,"Pioneer Oil Co., Inc.",Brown - Ivers #1-17A,"330'S line, 288'W line of SE NW",SER,65710,1.20334E+11,Seelyville,Sep-18
1139,Crawford,25-7N-12W,"Pioneer Oil Co., Inc.",Brown - Ivers #CH-1 HOR,"150'S line, 888'W line of SE NW",CBM,65711,1.20334E+11,Seelyville,Sep-18
1140,Crawford,11-7N-13W,B & D Resources,Glenn #4,"335'N line, 330'E line of NE SE NE",OIL,65727,1.20334E+11,Robinson,Sep-18
1141,Crawford,11-7N-13W,B & D Resources,Glenn #5,"250'S line, 330'E line of SE NE NE",OIL,65726,1.20334E+11,Robinson,Sep-18
1142,Edwards,12-3S-10E,"Got Oil, LLC",Fieber #W-2,"330'N line, 330'W line of SE NE",WI,204639,1.20472E+11,Cypress,Sep-18
1143,Franklin,16-7S-3E,"Lampley Oil, Inc.",Lampley - CNX #9-4B,"330'S line, 330'W line of NW NE",OIL,65731,1.20553E+11,Warsaw,Sep-18
1144,Franklin,34-7S-3E,"Stewart Producers, Inc.",Illinois Minerals #34-1,"164'S line, 203'W line of NE NW SE",OIL,65730,1.20553E+11,Aux Vases,Sep-18
1145,Franklin,34-7S-3E,"Stewart Producers, Inc.",Illinois Minerals #34-3,"218'S line, 330'W line of NW NW SE",OIL,65728,1.20553E+11,Aux Vases,Sep-18
1146,Gallatin,29-7S-8E,"Campbell Energy, LLC",Omaha SWD #1,"639'N line, 84'W line of NE NE",SWD,204640,1.20593E+11,Caseyville,Sep-18
1147,Jasper,8-5N-10E,Citation Oil & Gas Corp.,"Fahrenbacher, J. W. #3","139'N line, 620'W line of SW SW",OIL,65725,1.20793E+11,Salem,Sep-18
1148,Jasper,18-5N-10E,Citation Oil & Gas Corp.,"Beaver, S. A. #6","58'S line, 355'E line of NE NE",OIL,65712,1.20793E+11,Salem,Sep-18
1149,Jasper,18-5N-10E,Citation Oil & Gas Corp.,"Spraul, J. #4","44'S line, 315'W line of NE SE",OIL,65713,1.20793E+11,Salem,Sep-18
1150,Jasper,20-8N-14W,"Knierim Company, Inc.",Boyd #1,"330'S line, 330'E line of SE SE NE",OIL,65697,1.20793E+11,Rosiclare,Sep-18
1151,Jefferson,32-3S-2E,"Countrymark Energy Resources, LLC",Soaper #2H-WSW,"120'S line, 330'E line of SW SW",WSU,65715,1.20813E+11,Warsaw,Sep-18
1152,Lawrence,15-2N-11W,"Ivy Illinois Operating Company, LLC","All States Life Insurance,Co. #20","330'S line, 330'W line of NW SW",OIL,65716,1.21011E+11,McClosky,Sep-18
1153,Lawrence,36-3N-12W,"CDG Operations, LLC","Gould, J. J. a/c 2 #SWD-1,CDG","429'S line, 330'E line of SW NW",SWD,204641,1.21013E+11,Fort Payne,Sep-18
1154,Macoupin,15-8N-6W,"Hardt, Edwin E.",Stoecker #33,"660'S line, 330'W line of NW",OIL,65699,1.21172E+11,Spoon,Sep-18
1155,Macoupin,16-8N-6W,"Hardt, Edwin E.",Stoecker #32,"990'S line, 10'E line of NE",OIL,65698,1.21172E+11,Spoon,Sep-18
1156,Marion,7-3N-1E,Penn Energy Corp.,"Adams, Warren #1","990'N line, 330'W line of NE NE",OIL,65734,1.21213E+11,Benoist,Sep-18
1157,Wabash,20-1N-12W,"Nichols Operating, LLC",Johnson #4-20,"333'N line, 340'W line of NW SW",OIL,65736,1.21853E+11,Benoist,Sep-18
1158,Wabash,33-1N-13W,"Seaton, Gregory S.","Baumgart, Christopher E.,Trust #1","330'N line, 330'E line of NW SE",OIL,65733,1.21853E+11,McClosky,Sep-18
1159,Wabash,17-1S-13W,"Dee Drilling Co., Inc.","Tennis, Anthony #5","10'N line, 10'E line of SW NW NW",OIL,65705,1.21853E+11,Tar Spring,Sep-18
1160,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Porter #1D-SWD,"330'S line, 330'W line of NW SE",WI,204642,1.21913E+11,Grand Tow,Sep-18
1161,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Eagleson #25-3,"245'S line, 455'E line of NE SW",OIL,65735,1.21933E+11,Fort Payne,Sep-18
1162,White,6-4S-14W,"Campbell Energy, LLC",Willett #8,"333'N line, 662'E line of NE SE",OIL,65706,1.21933E+11,Fort Payne,Sep-18
1163,White,20-4S-14W,"Campbell Energy, LLC",Dennis #3,"330'N line, 673'W line of NW NW",OIL,65708,1.21933E+11,Fort Payne,Sep-18
1164,White,20-4S-14W,"Campbell Energy, LLC",Dennis #4,"416'S line, 681'W line of NW NW",OIL,65707,1.21933E+11,Fort Payne,Sep-18
1165,White,23-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #23","1016'N line, 330'E line of NW NW",OIL,65723,1.2193E+11,Fort Payne,Sep-18
1166,White,27-4S-14W,Citation Oil & Gas Corp.,"Cox, E. #6","330'S line, 347'W line of NE SE",OIL,65704,1.2193E+11,Fort Payne,Sep-18
1167,White,27-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #C-1","1650'N line, 990'W line of SE",OIL,65703,1.2193E+11,Fort Payne,Sep-18
1168,White,27-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #C-6","990'N line, 330'E line of SW",OIL,65702,1.2193E+11,Fort Payne,Sep-18
1169,White,28-4S-14W,Citation Oil & Gas Corp.,"Ford, Helen M. #14","330'N line, 1007'W line of SE",OIL,65732,1.2193E+11,Fort Payne,Sep-18
1170,White,29-4S-14W,"Campbell Energy, LLC",Westfall - Fitton Unit #3-W,"I 330'N line, 330'W line of SW NE",WI,204643,1.2193E+11,Warsaw,Sep-18
1171,White,34-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #D-6","405'N line, 330'W line of NW",OIL,65700,1.2193E+11,Fort Payne,Sep-18
1172,White,25-5S-8E,"Pioneer Oil Co., Inc.","Simmons, James #1","330'S line, 330'E line of SW SW",OIL,65724,1.21933E+11,Chouteau,Sep-18
1173,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #17","330'N line, 330'W line of SE NE",OIL,65701,1.21931E+11,Fort Payne,Sep-18
1174,White,15-6S-10E,"Campbell Energy, LLC",ACK #SWD-1,"330'N line, 600'W line of SW",SWD,204644,1.21933E+11,Caseyville,Sep-18
1175,White,24-7S-10E,"Campbell Energy, LLC",Wasem #12,"10'N line, 298'W line of SE SE",OIL,65739,1.21933E+11,Grassy Kn,Sep-18
1176,Crawford,12-8N-14W,Scott Oil Company,"Payne, Melville #78","330'S line, 990'W line of NW SW",OIL,66109,1.20334E+11,Yankeetow,Sep-19
1177,Edwards,18-3S-11E,"Keepes Petroleum, Inc.",Rahmoeller #18-1,"532'S line, 330'W line of SW NW",OIL,66099,1.20472E+11,Fort Payne,Sep-19
1178,Franklin,24-5S-3E,Gesell's Pump Sales & Service,Webb #1,"763'N line, 330'W line of NE NE",OIL,66124,1.20553E+11,Platteville,Sep-19
1179,Franklin,36-6S-2E,Gesell's Pump Sales & Service,Finite Crown #B-33,"1115'N line, 943'W line of NE",OIL,66101,1.20553E+11,Ste Genevi,Sep-19
1180,Franklin,17-7S-3E,"Lampley Oil, Inc.",Lampley - CNX #8-3A,"2260'N line, 1620'E line of NE",OIL,66126,1.20553E+11,Ullin,Sep-19
1181,Franklin,21-7S-3E,"Lampley Oil, Inc.",Blacktop #21-2,"330'N line, 330'E line of SE SE",OIL,66125,1.20553E+11,Ullin,Sep-19
1182,Hamilton,10-7S-5E,"Bi-Petro, Inc.",Letsinger #1,"990'N line, 330'W line of NE NW",OIL,66089,1.20653E+11,Warsaw,Sep-19
1183,Hamilton,10-7S-5E,"Bi-Petro, Inc.",Letsinger #2,"844'N line, 330'E line of NE NW",OIL,66091,1.20653E+11,Warsaw,Sep-19
1184,Hamilton,10-7S-5E,"Bi-Petro, Inc.",Letsinger #3,"990'S line, 330'W line of SE NW",OIL,66090,1.20653E+11,Warsaw,Sep-19
1185,Lawrence,9-2N-11W,"Padgett, W. Thomas",Haase #6,"330'N line, 990'W line of NW NE",OIL,66116,1.21013E+11,Ullin,Sep-19
1186,Lawrence,23-3N-12W,"CDG Operations, LLC","Ryan, G. L. a/c 1 #34-CDG","330'N line, 330'E line of NE NE",OIL,66117,1.21013E+11,Salem,Sep-19
1187,Lawrence,26-3N-12W,"CDG Operations, LLC","Ryan, G. L. a/c 3 #58-CDG","334'S line, 330'E line of SE SE",OIL,66112,1.21013E+11,Salem,Sep-19
1188,Lawrence,34-3N-12W,"CDG Operations, LLC","Gee, S. J. a/c 1 #68-CDG","392'S line, 588'E line of SW NE",OIL,66119,1.21013E+11,Salem,Sep-19
1189,Lawrence,34-3N-12W,"CDG Operations, LLC","Gray, Joseph #81-CDG","332'N line, 202'E line of SW SE",OIL,66118,1.21013E+11,Salem,Sep-19
1190,Lawrence,35-3N-12W,"CDG Operations, LLC","Gould, A. L. #28-CDG","6'N line, 332'E line of SE SE",OIL,66120,1.21013E+11,Salem,Sep-19
1191,Lawrence,35-3N-12W,"CDG Operations, LLC","Ryan, G. L. a/c 3 #60-CDG","335'S line, 388'W line of NE NE",OIL,66113,1.21013E+11,Salem,Sep-19
1192,Lawrence,36-3N-12W,"CDG Operations, LLC","Ryan, G. L. a/c 3 #56-CDG","435'N line, 330'E line of NW NW",OIL,66115,1.21013E+11,Salem,Sep-19
1193,Lawrence,36-3N-12W,"CDG Operations, LLC","Ryan, G. L. a/c 3 #57-CDG","356'S line, 330'E line of NW NW",OIL,66114,1.21013E+11,Salem,Sep-19
1194,Macoupin,16-8N-6W,"Hardt, Edwin E.",Stoecker #34,"0'S line, 330'E line of SE",OIL,66098,1.21172E+11,Spoon,Sep-19
1195,Macoupin,16-8N-6W,"Hardt, Edwin E.",Stoecker #35,"330'N line, 1319'W line of NE NE",OIL,66097,1.21172E+11,Spoon,Sep-19
1196,Madison,27-6N-6W,"Grossmann, R. L. Drilling Co.",Kerin #4-N,"390'N line, 710'E line of SW SE",OIL,66110,1.21193E+11,Ste Genevi,Sep-19
1197,Marion,29-1N-1E,"Schwartz Oil Properties, LLC",Kemnetz Community #1H-HOR,"465'S line, 330'E line of NE NW",OIL,66100,1.21213E+11,Spoon,Sep-19
1198,Saline,24-7S-6E,"Campbell Energy, LLC",Tison Heirs #24-1,"330'N line, 584'W line of SW SW",OIL,66127,1.21653E+11,Backbone,Sep-19
1199,Saline,31-7S-6E,Keyrock Energy LLC,Gates #1,"1199'S line, 1867'W line of SE",CMM,66104,1.21653E+11,Herrin Coa,Sep-19
1200,Saline,7-8S-5E,Keyrock Energy LLC,Byrd #1,"1862'N line, 1384'E line of NE",CMM,66105,1.21653E+11,Herrin Coa,Sep-19
1201,Saline,7-8S-6E,Keyrock Energy LLC,American Coal #1,"1745'S line, 1938'E line of SE",CMM,66111,1.21653E+11,Herrin Coa,Sep-19
1202,Wabash,36-2N-12W,Waggoner Consulting Inc,Peter #2-B,"335'S line, 683'E line of SE NE",OIL,66123,1.21853E+11,Salem,Sep-19
1203,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Eagleson #25-3,"33'S line, 430'E line of NE SW",OIL,66092,1.21933E+11,Fort Payne,Sep-19
1204,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-5,"638'S line, 188'W line of SE SW",OIL,66095,1.21933E+11,Fort Payne,Sep-19
1205,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-6,"330'N line, 21'E line of SW SW",OIL,66094,1.21933E+11,Fort Payne,Sep-19
1206,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-7,"643'S line, 448'E line of SW SW",OIL,66096,1.21933E+11,Fort Payne,Sep-19
1207,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Sturm - Davis #36-8,"343'N line, 671'W line of NE NE",OIL,66093,1.21933E+11,Fort Payne,Sep-19
1208,White,19-3S-14W,"Keepes Petroleum, Inc.",Woodham #3,"339'S line, 758'W line of SW NW",OIL,66107,1.21933E+11,Fort Payne,Sep-19
1209,White,14-4S-10E,"ACF Resources, LLC",BB #1,"330'S line, 330'W line of SW",OIL,66121,1.21933E+11,Fort Payne,Sep-19
1210,White,34-4S-14W,Citation Oil & Gas Corp.,"Given, H. E. etal #6","990'S line, 330'W line of SW",OIL,66122,1.2193E+11,Ullin,Sep-19
1211,White,36-5S-8E,"Pioneer Oil Co., Inc.",Ackerman Trust #2-36,"374'S line, 330'W line of NW NW",OIL,66106,1.21933E+11,Cypress,Sep-19
1212,White,8-5S-9E,"Stewart Producers, Inc.","Theurer, Janis #1","330'S line, 330'E line of NW SE",OIL,66108,1.21933E+11,Ste Genevi,Sep-19
1213,White,21-6S-10E,"Campbell Energy, LLC","Austin, Madeline #2","355'S line, 355'E line of SE",OIL,66103,1.21933E+11,Ste Genevi,Sep-19
1214,Clinton,2-1N-1W,"Gett Oil Co., Inc.",Adams - Schmitz #3-SWD,"660'N line, 271'E line of NW SE",OIL,66296,1.2027E+11,Grand Tow,Sep-20
1215,Clinton,2-1N-1W,"Gett Oil Co., Inc.",Schmitz #1-SWD,"569'N line, 330'E line of SE",OIL,66297,1.2027E+11,Aux Vases,Sep-20
1216,Crawford,22-6N-13W,"Rhex, LLC",Doolittle #RX-1 WI,"7'N line, 438'E line of NE SE SW",OIL,66295,1.20334E+11,Spoon,Sep-20
1217,Franklin,36-6S-2E,Gesell's Pump Sales & Service,Benton Flood Unit #6-W,"993'N line, 774'E line of SW",WI,204763,1.2055E+11,Tar Spring,Sep-20
1218,Gallatin,35-8S-9E,"Dee Drilling Co., Inc.",Maloney #4-WSW,"330'N line, 330'E line of SW NW",WSU,66303,1.20592E+11,Cypress,Sep-20
1219,Marion,19-4N-1E,Penn Energy Corp.,"Malan, Maud #4","330'N line, 330'W line of NE SE",OIL,66300,1.2121E+11,Aux Vases,Sep-20
1220,Menard,3-19N-7W,"DAC Energy & Drilling, LLC",Dart #2-1,"330'S line, 330'W line of SE SW NE",OIL,66298,1.21292E+11,Spechts Fe,Sep-20
1221,Menard,10-19N-7W,"DAC Energy & Drilling, LLC",Dart #7-1,"332'N line, 330'W line of NW NW SE",OIL,66299,1.21292E+11,Spechts Fe,Sep-20
1222,Wayne,8-2S-9E,Pamco Oil & Gas LLC,Fearn #55X-8,"330'N line, 400'W line of NW SE",OIL,66302,1.21913E+11,Ullin,Sep-20
1223,Wayne,12-3S-5E,"Stewart Producers, Inc.",Almo Farms #1,"330'N line, 330'E line of NW NW NE",OIL,66301,1.21913E+11,Ullin,Sep-20
1224,White,1-4S-10E,"ACF Resources, LLC","Hon, Don #2","692'S line, 337'W line of SE NW",OIL,66294,1.21933E+11,Fort Payne,Sep-20
1225,Christian,27-14N-2W,"Paragon Oil Company, Inc.",Beaty #27-1,"330'N line, 330'W line of NW NW SE",OIL,66493,1.20213E+11,Racine,Sep-21
1226,DeWitt,9-20N-2E,Kaufman Oil Co.,92131LLC #1,"330'N line, 330'W line of SW SW",OIL,66489,1.20392E+11,Guttenburg,Sep-21
1227,DeWitt,17-20N-3E,Kaufman Oil Co.,O'Brien Family Farms #1,"330'N line, 990'E line of NE SE",OIL,66488,1.20392E+11,Edgewood,Sep-21
1228,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Baber #16-J,"130'N line, 130'W line of SE SW SE",OIL,66475,1.20452E+11,Spoon,Sep-21
1229,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Baber-Bussart Unit #1,"10'N line, 10'E line of SE NW NE",OIL,66490,1.20452E+11,Spoon,Sep-21
1230,Effingham,24-8N-5E,"Kincaid Oil Producers, Inc.",Hoffman #2,"330'S line, 330'E line of SE SE",OIL,66483,1.20493E+11,Grand Tow,Sep-21
1231,Franklin,26-7S-3E,"Wenwood Developments, LLC",Woods #2,"330'S line, 330'W line of NW SW",OIL,66477,1.20553E+11,Cypress,Sep-21
1232,Hamilton,12-6S-5E,"Bi-Petro, Inc.",Smith #2-B,"330'S line, 380'W line of SE SE",OIL,66478,1.20653E+11,Ullin,Sep-21
1233,Hamilton,5-6S-6E,"Bi-Petro, Inc.",North Rural Hill Unit #3-B,"330'S line, 380'W line of NE SW",OIL,66484,1.20653E+11,Ullin,Sep-21
1234,Hamilton,5-6S-6E,"Bi-Petro, Inc.",North Rural Hill Unit #4-B,"330'N line, 380'W line of NW SW",OIL,66485,1.20653E+11,Ullin,Sep-21
1235,Hamilton,6-6S-6E,"Bi-Petro, Inc.",North Rural Hill Unit #2-B,"330'N line, 380'W line of SE SE",OIL,66486,1.20653E+11,Ullin,Sep-21
1236,Hamilton,8-6S-6E,"Bi-Petro, Inc.",Ogelsby #7-B,"330'S line, 330'E line of NW NW",OIL,66487,1.20653E+11,Ullin,Sep-21
1237,Jefferson,25-1S-4E,Resolve Exploration Corp.,Rudolph #1,"620'S line, 330'E line of SE SW SE",OIL,66482,1.20813E+11,Ullin,Sep-21
1238,Jefferson,10-4S-2E,"MKE Producing, Inc.",Wells #2,"100'S line, 100'W line of SW NW",OIL,66472,1.20813E+11,Fort Payne,Sep-21
