,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
568,Crawford,11-7N-13W,B & D Resources,Dart #4,"200'N line, 330'E line of NE NW SE",OIL,66053,1.20334E+11,Robinson,Jul-19
569,Effingham,19-8N-4E,"Kuebler Ultra Oil, Inc.",Taylor - Johann #1-WI,"40'N line, 852'W line of SW SW",WI,204686,1.20492E+11,Cypress,Jul-19
570,Franklin,30-5S-2E,"Stewart Producers, Inc.",Illinois Minerals #30-4,"501'S line, 275'E line of NW NE SW",OIL,66032,1.20553E+11,Aux Vases,Jul-19
571,Franklin,1-6S-2E,"Budmark Oil Co., Inc.",Budmark Old Ben #2-2B,"330'N line, 330'W line of SW SW",OIL,66055,1.20552E+11,Warsaw,Jul-19
572,Franklin,36-6S-2E,Gesell's Pump Sales & Service,"Finite Crown ""B"" #23-W","581'S line, 334'W line of SW SW",WI,204688,1.20552E+11,Tar Spring,Jul-19
573,Hamilton,7-6S-6E,"Wood Energy, Inc.",Dial #2,"660'N line, 330'W line of NE NW",OIL,66025,1.20653E+11,Warsaw,Jul-19
574,Jasper,4-6N-10E,St. Pierre Oil Company,Dhom #5,"2310'N line, 330'W line of NW",OIL,66050,1.2079E+11,McClosky,Jul-19
575,Jefferson,11-4S-2E,"MKE Producing, Inc.",D - Frick #13,"330'S line, 990'W line of SW SE",OIL,66051,1.20812E+11,Ohara,Jul-19
576,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #116-CDG","432'N line, 419'E line of SE SW",OIL,66043,1.21013E+11,Salem,Jul-19
577,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #117-CDG","480'S line, 570'E line of SE SW",OIL,66042,1.21013E+11,Salem,Jul-19
578,Lawrence,35-3N-12W,"CDG Operations, LLC","Gould, T. I. a/c 2 #57-CDG","150'S line, 194'W line of SW SW",OIL,66041,1.21013E+11,Salem,Jul-19
579,Lawrence,35-3N-12W,"CDG Operations, LLC","Gould, T. I. a/c 2 #57-CDG","150'S line, 294'W line of SW SW",OIL,66048,1.21013E+11,Salem,Jul-19
580,Lawrence,35-3N-12W,"CDG Operations, LLC","Gould, W. A. #73-CDG","165'N line, 64'E line of NE SW",OIL,66027,1.21013E+11,Salem,Jul-19
581,Madison,15-4N-6W,"Kiec, Inc",Dietz #6,"330'S line, 330'E line of SW NE",OIL,66031,1.21193E+11,"Moccasin,Springs",Jul-19
582,Madison,27-6N-6W,"Grossmann, R. L. Drilling Co.",Kerin #4-N,"330'N line, 660'E line of SW SE",OIL,66057,1.21193E+11,McClosky,Jul-19
583,Madison,27-6N-6W,"Grossmann, R. L. Drilling Co.",Kerin #5-N,"600'N line, 330'W line of SE SE",OIL,66058,1.21193E+11,McClosky,Jul-19
584,Marion,33-4N-4E,Deep Rock Energy Corp.,Miselbrook #5,"330'S line, 371'W line of NE SW",OIL,66056,1.21213E+11,Trenton,Jul-19
585,Wabash,17-1N-12W,"Seaton, Gregory S.","King, Ettie #3","330'S line, 330'E line of NE SE",OIL,66026,1.21853E+11,Salem,Jul-19
586,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-13,"666'N line, 55'E line of SW NW",OIL,66030,1.21853E+11,Warsaw,Jul-19
587,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","Fansler, Van #2","330'S line, 330'E line of NW SE",OIL,66049,1.21913E+11,Salem,Jul-19
588,White,31-3S-14W,"Keepes Petroleum, Inc.",Glaze Five #31-2,"330'N line, 317'E line of NE NW",OIL,66039,1.21933E+11,Fort Payne,Jul-19
589,White,27-4S-14W,Citation Oil & Gas Corp.,"Cox, W. E. #7","330'S line, 330'E line of NE SE",OIL,66037,1.2193E+11,Warsaw,Jul-19
590,White,27-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #28","330'S line, 330'W line of NW NW",OIL,66034,1.2193E+11,Warsaw,Jul-19
591,White,28-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #17","330'S line, 998'E line of NE NE",OIL,66035,1.2193E+11,Warsaw,Jul-19
592,White,28-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #30","330'N line, 330'E line of NE",OIL,66036,1.2193E+11,Warsaw,Jul-19
593,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #103","330'S line, 365'W line of SW",OIL,66033,1.21933E+11,Warsaw,Jul-19
594,White,34-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #D-5","1006'N line, 1025'W line of NW",OIL,66038,1.2193E+11,Warsaw,Jul-19
595,White,26-5S-8E,"Pioneer Oil Co., Inc.","Simmons, Lynn #1-26","330'S line, 335'W line of SE SE",OIL,66047,1.21933E+11,Chouteau,Jul-19
596,White,35-5S-8E,"Pioneer Oil Co., Inc.","Simmons, Judie #1-35","0'N line, 10'E line of SW NE NE",OIL,66046,1.21933E+11,Chouteau,Jul-19
597,White,36-5S-8E,"Pioneer Oil Co., Inc.",Ackerman Trust #1-36,"10'S line, 0'E line of NW NW NW",OIL,66040,1.21933E+11,Chouteau,Jul-19
598,Clinton,2-1N-1W,"Gett Oil Co., Inc.",Schmitz #4-SWD,"745'N line, 335'E line of SE NE",SWD,204757,1.2027E+11,Grand Tow,Jul-20
599,Adams,10-2S-5W,"Western Kentucky Petroleum, Inc.",Walton #3,"307'N line, 352'E line of SE NE NW",OIL,66440,1.20012E+11,Edgewood,Jul-21
600,Clay,33-4N-6E,Deep Rock Energy Corp.,Kincaid #1-33,"557'S line, 188'E line of SE SW NE",OIL,66447,1.20253E+11,Grand Tow,Jul-21
601,Crawford,2-7N-13W,B & D Resources,Ridgeway #WI-1,"60'S line, 600'W line of SW SW NW",WI,204787,1.20334E+11,Spoon,Jul-21
602,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Bussart #W-1,"0'S line, 0'E line of SW NE NE",WI,204790,1.20452E+11,Carbondale,Jul-21
603,Franklin,34-5S-3E,Gesell's Pump Sales & Service,U. S. Coal and Coke #2-B,"350'S line, 210'W line of SE SW",OIL,66451,1.20553E+11,Spechts Fe,Jul-21
604,Franklin,34-5S-3E,Gesell's Pump Sales & Service,U. S. Coal and Coke #4-B,"330'N line, 330'E line of SE SW",OIL,66452,1.20553E+11,Bailey,Jul-21
605,Franklin,34-5S-3E,Gesell's Pump Sales & Service,U. S. Coal and Coke #5-B,"330'S line, 330'W line of SW SW",OIL,66450,1.20553E+11,Spechts Fe,Jul-21
606,Franklin,34-5S-3E,Gesell's Pump Sales & Service,U.S. Coal & Coke #3-B,"330'N line, 330'E line of SW SW",OIL,66449,1.2055E+11,Bailey,Jul-21
607,Franklin,3-6S-3E,Gesell's Pump Sales & Service,U. S. Coal and Coke #6-B,"344'N line, 454'E line of NE NW",OIL,66448,1.20553E+11,Spechts Fe,Jul-21
608,Jackson,24-7S-5W,Ebers Drilling Co.,"Lueher, Marilyn #3-24A","450'S line, 470'W line of SE",OIL,66443,1.20773E+11,Salem,Jul-21
609,Jasper,21-6N-10E,"Benchmark Properties, Ltd.",Sear - Houser #1-B,"380'S line, 990'E line of SE NW",OIL,66446,1.20793E+11,Salem,Jul-21
610,Jefferson,30-3S-2E,"Countrymark Energy Resources, LLC",Philp Estate #5-D DIR,"124'S line, 127'E line of NE SE",OIL,66445,1.20813E+11,Salem,Jul-21
611,Jefferson,9-4S-2E,"MKE Producing, Inc.",Dent #2,"660'S line, 330'W line of SE SE",OIL,66480,1.20813E+11,Fort Payne,Jul-21
612,Marion,35-4N-1E,Gesell's Pump Sales & Service,Thalman Heirs #4,"330'S line, 330'W line of NE SW NW",OIL,66444,1.2121E+11,Yankeetow,Jul-21
613,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-11,"535'S line, 660'E line of NE SW",OIL,66441,1.21853E+11,Ullin,Jul-21
614,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-9,"175'N line, 330'W line of NE SW",OIL,66442,1.21853E+11,Ullin,Jul-21
615,Wayne,24-2N-7E,"Bateman's Bay Exploration, Inc",Manda #2A-WI,"330'S line, 330'W line of SE NE",WI,204789,1.21911E+11,Ste Genevi,Jul-21
616,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC",Hilliard Community #4,"71'N line, 330'W line of NE NW",OIL,66479,1.21913E+11,Ullin,Jul-21
617,White,16-4S-14W,"Loeb, Herman L. LLC",Ford #1-A-2,"407'N line, 400'W line of SW SW",WI,204788,1.2193E+11,Ste Genevi,Jul-21
618,White,23-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #92","306'N line, 333'E line of SW NW",OIL,66453,1.21933E+11,Ullin,Jul-21
619,White,27-4S-14W,Citation Oil & Gas Corp.,"Cox, W. E. #11","388'N line, 330'W line of NW SE",OIL,66454,1.21933E+11,Ullin,Jul-21
620,White,27-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. etal #C-28","330'N line, 330'W line of NE SW",WI,204786,1.21933E+11,Ullin,Jul-21
621,Edwards,11-1S-10E,Moore Engineering & Production Co.,Hocking #2,"520'S line, 330'E line of SW NW",WI,204626,1.20472E+11,Ohara,Jun-18
622,Effingham,18-6N-5E,"Dee Drilling Co., Inc.",McCloy #1,"207'N line, 375'E line of SW NE",OIL,65604,1.20493E+11,Ste Genevi,Jun-18
623,Effingham,25-8N-5E,Deep Rock Energy Corp.,Pike Root Community #3,"390'N line, 340'W line of NE NE",OIL,65608,1.20493E+11,Aux Vases,Jun-18
624,Fayette,33-8N-3E,Petco Petroleum Corp.,"McClain-Tucker (HOR) #H,3","- 684'N line, 360'W line of SW",OIL,65629,1.20513E+11,Bethel,Jun-18
625,Franklin,1-7S-2E,"Lampley Oil, Inc.",Orient F #13-WI,"342'S line, 342'E line of NW NE",WI,204629,1.20552E+11,Salem,Jun-18
626,Franklin,1-7S-2E,"Lampley Oil, Inc.",Orient F #4-WI,"330'N line, 510'E line of SE NW",WI,204628,1.20552E+11,Aux Vases,Jun-18
627,Hamilton,11-6S-5E,"Bi-Petro, Inc.","Clark, Otto #3-B","380'N line, 330'E line of SW SW",OIL,65622,1.20653E+11,Fort Payne,Jun-18
628,Hamilton,13-6S-5E,"Bi-Petro, Inc.",Sloan #2-B,"660'S line, 330'W line of SE NW",OIL,65625,1.20653E+11,Warsaw,Jun-18
629,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Sands #6-B,"380'N line, 330'E line of NW SW",OIL,65624,1.20653E+11,Warsaw,Jun-18
630,Hamilton,23-6S-5E,"Bi-Petro, Inc.",Jewell - Lockwood #1-B,"330'N line, 360'E line of NE NW",OIL,65621,1.20653E+11,Warsaw,Jun-18
631,Hamilton,23-6S-5E,"Bi-Petro, Inc.","Lockwood, J. D. #1-B","380'N line, 330'E line of NW NW",OIL,65623,1.20653E+11,Warsaw,Jun-18
632,Wabash,1-2S-14W,"Dee Drilling Co., Inc.","Pfeister, Stanley #2","334'N line, 10'E line of SW SW",OIL,65620,1.21853E+11,Cypress,Jun-18
633,Wabash,12-2S-14W,"Dee Drilling Co., Inc.","Griess, Ernest #10","336'S line, 336'W line of SE NW",OIL,65605,1.21853E+11,Benoist,Jun-18
634,Wayne,10-3S-9E,"Nichols Operating, LLC",Vaught #1-10,"660'N line, 330'E line of NE SE",OIL,65619,1.21913E+11,Trenton,Jun-18
635,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hocking #36-1,"337'N line, 461'W line of SW",OIL,65626,1.21933E+11,Fort Payne,Jun-18
636,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-3,"338'N line, 329'W line of SE SW",OIL,65628,1.21933E+11,Fort Payne,Jun-18
637,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Sturm - Davis #36-6,"330'N line, 631'W line of NE",OIL,65616,1.21933E+11,Fort Payne,Jun-18
638,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Sturm - Davis #36-7,"330'N line, 20'W line of NE NE",OIL,65627,1.21933E+11,Fort Payne,Jun-18
639,White,34-4S-8E,"Brookston Resources, Inc.",Gray - Daughters #57-34,"330'N line, 330'W line of SW SE",WI,204627,1.21933E+11,Aux Vases,Jun-18
640,White,27-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #52","330'S line, 330'E line of NE NE",OIL,65606,1.21931E+11,Warsaw,Jun-18
641,White,27-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #C-21","330'S line, 330'E line of SE",OIL,65607,1.2193E+11,Warsaw,Jun-18
642,White,3-5S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #49","330'S line, 330'W line of SW",OIL,65609,1.21931E+11,Warsaw,Jun-18
643,White,4-5S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #33","330'N line, 285'W line of SE SW",OIL,65610,1.21931E+11,Warsaw,Jun-18
644,White,4-5S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #34","330'N line, 330'W line of SW SE",OIL,65614,1.2193E+11,Warsaw,Jun-18
645,White,4-5S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #39","280'S line, 330'E line of SW SE",OIL,65613,1.21931E+11,Warsaw,Jun-18
646,White,4-5S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #45","330'S line, 990'E line of SE",OIL,65611,1.21931E+11,Warsaw,Jun-18
647,White,5-5S-14W,Citation Oil & Gas Corp.,"Bacon, B. S. #19","639'S line, 655'E line of SE NE",OIL,65615,1.21933E+11,Warsaw,Jun-18
648,White,24-7S-10E,"Campbell Energy, LLC","Fuhrer - Curtis Community,#2","330'S line, 330'E line of NE NE",OIL,65617,1.21933E+11,Fort Payne,Jun-18
649,White,20-7S-11E,"Campbell Energy, LLC",Reese #1,"330'N line, 330'W line of NW SW",OIL,65618,1.21933E+11,Fort Payne,Jun-18
650,Clark,8-11N-14W,"ITB Oil, LLC","Rauwolf, K. #IJW-3","220'S line, 0'W line of NW NE NE",WI,204684,1.20233E+11,St Louis,Jun-19
651,Clay,11-2N-6E,Deep Rock Energy Corp.,"Valbert, Steven #1","330'N line, 330'W line of NE",OIL,66009,1.20253E+11,McClosky,Jun-19
652,Clay,7-5N-7E,"Pioneer Oil Co., Inc.",Czyzewski Community #1,"330'S line, 710'W line of NW",OIL,66008,1.20253E+11,Warsaw,Jun-19
653,Clinton,24-1N-5W,Keyrock Energy LLC,Innes #1,"100'N line, 920'E line of NW",CMM,65988,1.20273E+11,Herrin Coa,Jun-19
654,Clinton,24-1N-5W,Keyrock Energy LLC,Innes #2,"629'N line, 933'E line of NW",CMM,65987,1.20273E+11,Herrin Coa,Jun-19
655,Crawford,18-7N-11W,"Pioneer Oil Co., Inc.",Schaefer #1-18,"47'N line, 605'E line of NE NW",SER,66014,1.20334E+11,Seelyville,Jun-19
656,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #4","360'N line, 330'W line of NW SW",OIL,65979,1.20334E+11,Robinson,Jun-19
657,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #5","360'N line, 330'W line of SW SW",OIL,65981,1.20334E+11,Robinson,Jun-19
658,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #7","330'S line, 330'W line of SW SW",OIL,65980,1.20334E+11,Robinson,Jun-19
659,Effingham,33-6N-7E,"Loeb, Herman L. LLC","Kluthe ""A"" #9","330'S line, 330'W line of SW SE SE",WSU,66013,1.20492E+11,Aux Vases,Jun-19
660,Hamilton,13-6S-5E,"Bi-Petro, Inc.",Sloan #2-B,"660'S line, 330'W line of SE NW",OIL,66012,1.20653E+11,Warsaw,Jun-19
661,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Culpepper #1-B,"330'S line, 500'W line of SW SE",OIL,66011,1.20653E+11,Warsaw,Jun-19
662,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Sands #6-B,"380'N line, 330'E line of NW SW",OIL,66010,1.20653E+11,Warsaw,Jun-19
663,Jefferson,36-1S-4E,Resolve Exploration Corp.,Withrow #1,"990'N line, 330'W line of NE",OIL,65994,1.20813E+11,Warsaw,Jun-19
664,Jefferson,10-4S-2E,"MKE Producing, Inc.",Kash #2,"330'S line, 330'E line of SW SW",OIL,65989,1.20813E+11,Fort Payne,Jun-19
665,Lawrence,14-3N-12W,"Zanetis Oil Company, LLC",Rogers #5-D,"330'N line, 380'E line of SE NW",OIL,65982,1.21013E+11,Warsaw,Jun-19
666,Lawrence,14-3N-12W,"Zanetis Oil Company, LLC",Rogers #6-D,"330'S line, 330'W line of SE NW",OIL,65983,1.21013E+11,Warsaw,Jun-19
667,Lawrence,35-3N-12W,"CDG Operations, LLC","Ryan, G. L. a/c 3 #54-CDG","375'N line, 330'W line of NE NE",OIL,66007,1.21013E+11,Salem,Jun-19
668,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#1-CDG","1444'N line, 193'W line of NE NW",OIL,65999,1.21013E+11,Bridgeport,Jun-19
669,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#2-CDG","1374'N line, 503'W line of NE NW",OIL,65998,1.21013E+11,Bridgeport,Jun-19
670,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#3-CDG","1304'N line, 813'W line of NE NW",OIL,65997,1.21013E+11,Bridgeport,Jun-19
671,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#4-CDG","1231'N line, 1129'W line of NE NW",OIL,65996,1.21013E+11,Bridgeport,Jun-19
672,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#9-CDG","2074'N line, 318'W line of NE NW",OIL,65984,1.21013E+11,Bridgeport,Jun-19
673,Macon,1-16N-1E,"Countrymark Energy Resources, LLC",Gulick Estate #6,"941'S line, 832'W line of SW NE",OIL,65992,1.21152E+11,Moccasin,Jun-19
674,Marion,19-1N-1E,T.D. Energy Inc.,T. D. Energy #2,"72'S line, 328'E line of SE SW NW",OIL,65993,1.21213E+11,Clear Cree,Jun-19
675,Marion,29-2N-2E,Citation Oil & Gas Corp.,"Brooks, E. C. Tract 72 #8","330'S line, 282'E line of SW NE SW",WI,204682,1.2121E+11,Lingle,Jun-19
676,Marion,29-2N-2E,Citation Oil & Gas Corp.,"Young, M. J.  Tr. #59-20","230'N line, 335'E line of NW",WI,204683,1.2121E+11,Lingle,Jun-19
677,Saline,24-7S-6E,"Campbell Energy, LLC",Longbranch #1,"330'N line, 332'W line of SE SW",OIL,65986,1.21653E+11,Backbone,Jun-19
678,Saline,24-7S-6E,"Campbell Energy, LLC",Tison Heirs #24-1,"330'N line, 332'E line of SW SW",OIL,65985,1.21653E+11,Backbone,Jun-19
679,Wabash,22-3S-14W,"Pioneer Oil Co., Inc.",Helm #22-14,"336'S line, 658'E line of SE SW",OIL,66000,1.21853E+11,Warsaw,Jun-19
680,Wabash,22-3S-14W,"Pioneer Oil Co., Inc.",Helm #22-15,"336'N line, 659'E line of SE SW",OIL,66001,1.21853E+11,Warsaw,Jun-19
681,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-1,"332'N line, 659'E line of NE NW",OIL,66002,1.21853E+11,Warsaw,Jun-19
682,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-3,"332'S line, 659'E line of NE NW",OIL,66003,1.21853E+11,Warsaw,Jun-19
683,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-5,"332'N line, 659'E line of SE NW",OIL,66004,1.21853E+11,Warsaw,Jun-19
684,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-7,"332'S line, 660'E line of SE NW",OIL,66005,1.21853E+11,Warsaw,Jun-19
685,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-9,"335'N line, 660'E line of NE SW",OIL,66006,1.21853E+11,Warsaw,Jun-19
686,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Ellison #1-T,"491'N line, 10'E line of NE NW",OIL,65991,1.21913E+11,Salem,Jun-19
687,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Ellison #3,"777'S line, 10'E line of SE NW",OIL,65990,1.21913E+11,Salem,Jun-19
688,White,20-3S-14W,"Fischer & Fischer Oil, LLC",Hammell #1,"890'N line, 990'W line of NW SE",OIL,66015,1.21933E+11,Aux Vases,Jun-19
689,White,2-4S-10E,"ACF Resources, LLC",Hon #1,"330'N line, 330'E line of SE NE",OIL,66020,1.2193E+11,Fort Payne,Jun-19
690,White,11-4S-10E,"ACF Resources, LLC",Ridenour #1,"330'N line, 660'W line of NE SW",OIL,66021,1.2193E+11,Fort Payne,Jun-19
691,White,14-4S-10E,"ACF Resources, LLC",Healy #1,"330'N line, 330'W line of SW NW",OIL,66024,1.21933E+11,Fort Payne,Jun-19
692,White,14-4S-10E,"ACF Resources, LLC",Lamont #1,"330'S line, 330'W line of NE NW",OIL,66023,1.21933E+11,Fort Payne,Jun-19
693,White,14-4S-10E,"ACF Resources, LLC",Lanco #1,"330'S line, 330'W line of NW",OIL,66022,1.2193E+11,Fort Payne,Jun-19
694,White,22-4S-14W,Citation Oil & Gas Corp.,"Ford, Harry C. #8","330'S line, 330'E line of NE SE",WI,204685,1.2193E+11,Cypress,Jun-19
695,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #104","380'N line, 330'W line of NE NW",OIL,66019,1.21933E+11,Warsaw,Jun-19
696,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #25","330'S line, 990'W line of NE",OIL,66018,1.2193E+11,Warsaw,Jun-19
697,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #41","990'N line, 1600'E line of NE",OIL,66017,1.21933E+11,Warsaw,Jun-19
698,White,5-5S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #21","330'N line, 330'W line of SE SE",OIL,66016,1.21931E+11,Warsaw,Jun-19
699,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Webb - Lewis #1,"330'N line, 380'W line of SW SE",OIL,65995,1.21933E+11,Fort Payne,Jun-19
700,Clark,9-11N-14W,"Ryan, Tim/Ryan Oil Production","Biggs, Doit #32","0'S line, 330'W line of NW SE NW",OIL,66273,1.2023E+11,St Louis,Jun-20
701,Franklin,29-5S-3E,Gesell's Pump Sales & Service,"Jones, A. #3","330'N line, 330'E line of NW",OIL,66269,1.2055E+11,Ullin,Jun-20
702,Gallatin,24-8S-9E,"T & B Production Co., LLC",Lawler #1-24,"330'S line, 330'W line of NW SE",OIL,66267,1.20593E+11,St Louis,Jun-20
703,Gallatin,16-8S-10E,"Smiley Oil, LLC",Leach #5,"330'N line, 330'E line of NW NW",WI,204754,1.20592E+11,Aux Vases,Jun-20
704,Hamilton,12-6S-5E,"Bi-Petro, Inc.",Ventress #2-B,"330'N line, 370'W line of SW SE SW",OIL,66270,1.20653E+11,Ullin,Jun-20
705,Hamilton,13-6S-5E,"Bi-Petro, Inc.",Sloan #3-B,"330'S line, 370'W line of SW NE NW",OIL,66271,1.20653E+11,Ullin,Jun-20
706,McDonough,31-7N-3W,Ameren Illinois Company,Cathodic Protection #2,"1144'N line, 2173'E line of SE",SER,66268,1.21092E+11,Grassy Cre,Jun-20
707,White,33-3S-14W,"Campbell Energy, LLC",Bump #10-WI,"636'N line, 334'W line of SE NW",WI,204756,1.2193E+11,Aux Vases,Jun-20
708,White,9-4S-14W,"Campbell Energy, LLC",Cantrell Potter E #SWD-2,"50'S line, 330'E line of NE SW SW",SWD,204755,1.21933E+11,St Peter,Jun-20
709,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Webb - Douglas Heirs #7,"330'S line, 330'E line of NE SW",OIL,66272,1.21933E+11,Fort Payne,Jun-20
710,Crawford,15-6N-13W,B & D Resources,Walker #W-2,"660'N line, 680'W line of NW NE",WI,204798,1.20334E+11,Spoon,Jun-21
711,Crawford,15-6N-13W,B & D Resources,Walker #W-3,"1320'N line, 680'W line of NW NE",WI,204799,1.20334E+11,Spoon,Jun-21
712,Crawford,15-6N-13W,B & D Resources,Walker #W-4,"1980'N line, 680'W line of NW NE",WI,204800,1.20334E+11,Spoon,Jun-21
713,Crawford,18-7N-12W,"IL Exploration & Production, Inc.",Price Heirs #1-A,"330'N line, 330'E line of SW NW",WI,204784,1.20333E+11,Spoon,Jun-21
714,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Baber #15-J,"330'N line, 330'W line of SW SE",OIL,66427,1.20452E+11,Spoon,Jun-21
715,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Bussart #P-10,"10'N line, 330'E line of NE SE NE",OIL,66420,1.20452E+11,Spoon,Jun-21
716,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Bussart #P-11,"330'N line, 10'E line of NW SE NE",OIL,66421,1.20452E+11,Spoon,Jun-21
717,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Bussart #P-8,"330'S line, 10'W line of SE NE NE",OIL,66418,1.20452E+11,Spoon,Jun-21
718,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Bussart #P-9,"10'S line, 330'W line of SW NE NE",OIL,66419,1.20452E+11,Spoon,Jun-21
719,Edwards,19-2S-10E,"Pioneer Oil Co., Inc.",Beadles Community #1,"900'N line, 390'W line of NW NW",OIL,66428,1.20473E+11,Grand Tow,Jun-21
720,Franklin,30-5S-2E,"Stewart Producers, Inc.",Illinois Minerals #30-5,"266'N line, 557'W line of NW SW NW",OIL,66433,1.20553E+11,Aux Vases,Jun-21
721,Franklin,18-6S-2E,"Lampley Oil, Inc.",Illinois Minerals #18-1A,"330'S line, 990'W line of SE SW",OIL,66431,1.20553E+11,Ullin,Jun-21
722,Gallatin,13-8S-9E,"T & B Production Co., LLC",Lawler #7,"330'S line, 330'W line of NE",OIL,66414,1.2059E+11,St Louis,Jun-21
723,Jefferson,8-2S-1E,"Wood Energy, Inc.","Kasban, E. #13","330'N line, 660'E line of NE NE SW",OIL,66432,1.20813E+11,"Dunleith,Dolomite",Jun-21
724,Lawrence,36-3N-12W,"Tussey, Brian K.",Dining Heirs #4,"3688'N line, 532'E line of section",OIL,66416,1.21011E+11,Bethel,Jun-21
725,Wabash,24-1S-14W,"Fischer & Fischer Oil, LLC",Irwin #2-WI,"330'N line, 695'E line of NE SE",WI,204783,1.21853E+11,Cypress,Jun-21
726,Wabash,19-2S-13W,"R & S Operating, LLC","Hocking, Keith #4","990'S line, 990'E line of SE NE",OIL,66437,1.21853E+11,Fort Payne,Jun-21
727,Wabash,19-2S-13W,"R & S Operating, LLC","Hocking, Keith #5","990'N line, 990'E line of NE",OIL,66438,1.21853E+11,Fort Payne,Jun-21
728,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-7,"492'S line, 660'E line of SE NW",OIL,66430,1.21853E+11,Ullin,Jun-21
729,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm State of Indiana #27-10,"434'N line, 345'W line of NW SE",OIL,66429,1.21853E+11,Ullin,Jun-21
730,White,1-4S-10E,"ACF Resources, LLC",Hon #2,"330'S line, 98'E line of SW SW NW",OIL,66417,1.21933E+11,Fort Payne,Jun-21
731,White,2-4S-10E,"ACF Resources, LLC",Cora #1,"330'S line, 330'E line of NE NE",OIL,66415,1.21933E+11,Fort Payne,Jun-21
732,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #1-H","222'S line, 216'E line of SW SE",WI,204785,1.21933E+11,Salem,Jun-21
733,White,32-5S-10E,Podolsky Oil Co.,McQueen #13,"1419'S line, 2036'E line of SW",OIL,66422,1.21933E+11,Ullin,Jun-21
734,White,32-5S-10E,Podolsky Oil Co.,McQueen #14,"836'S line, 1813'E line of SW",OIL,66423,1.21933E+11,Ullin,Jun-21
